Sentence reading task,,,,,,,,,
Sentence,Tap,Trill,Duration Taps,Duration Trills,Occlusions/Cat,PARA,Duration,Occlusions/Cat,
45,,barrilete,,164,4,para,21,1 True,
46,(camisa),,,,,para,25,1 True,AUDIO 4
47,,guitarra,,135,3,para,27,1 True,
48,,torre,,150,4,para,21,1 True,
49,(clase),,,,,para,27,1 True,
50,,burro ,,139,4,para,23,1 True,
51,,zorro,,110,3,para,25,1 True,
52,(cómico),,,,,para,30,1 True,
53,,tierra,,125,3,para,31,1 True,
54,,sonrisa,,86,0,para,28,1 True,
55,(tiempo),,,,,para,29,1 True,
56,,alrededor,,120,3,para,26,1 True,
56b,alrededor,,22,,1 True,,,,
57,,enriquece,,91,1,para,33,1 True,
58,(mango),,,,,para,30,1 True,
59,,honrado,,110,2,para,33,1 True,
60,,israel,,144,3,para,29,1 True,
61,(cometa),,,,,para,20,1 True,AUDIO 6
62,cara,,27,,1 True,para,31,1 True,
63,madera,,26,,1 True,para,29,1 True,
64,(música),,,,,para,25,1 True,
65,cereza,,28,,1 True,para,25,1 True,
66,quiero,,28,,1 True,para,27,1 True,
67,(médico),,,,,para,28,1 True,
68,pereza,,27,,1 True,para,30,1 True,
69a,parar,,28,,1 True,,,,
69b,parar,,28,,1 True,para,30,1 True,
70,(mesa),,,,,para,23,1 True,
71a,querer,,23,,1 True,,,,
71b,querer,,26,,1 True,para,29,1 True,
72a,morir,,28,,1 True,para,30,1 True,
72b,morir,,26,,1 True,,,,
73,(amigo),,,,,para,28,1 True,
74a,mirar,,38,,approximant,,,,
74b,mirar,,24,,1 True,para,31,1 True,
75a,tirar,,26,,1 True,,,,
75b,tirar,,29,,1 True,para,25,1 True,
76,(cocina),,,,,para,28,1 True,AUDIO 7
77a,morder,,26,,1 True,,,,
77b,morder,,27,,1 True,para,28,1 True,
78a,marcar,,23,,1 True,,,,
78b,marcar,,28,,1 True,para,22,1 True,
79,(tiza),,,,,para,29,1 True,
80a,cortar ,,26,,1 True,,,,
80b,cortar ,,30,,1 True,para,28,1 True,
81a,hurtar,,22,,1 True,,,,
81b,hurtar,,23,,1 True,para,28,1 True,
82,(dieta),,,,,para,25,1 True,
83a,perder,,28,,1 True,,,,
83b,perder,,23,,1 True,para,25,1 True,
84a,torero,,24,,1 True,,,,
84b,torero,,28,,1 True,para,23,1 True,
85,(agua),,,,,para,21,1 True,
86a,perecer,,25,,1 True,,,,
86b,perecer,,19,,1 True,para,23,1 True,
87a,colorear,,N/A,,perceptual,,,,
87b,colorear,,21,,1 True,para,28,1 True,
88,(café),,,,,para,24,1 True,
89a,mercurio,,21,,1 True,,,,
89b,mercurio,,23,,1 True,para,27,1 True,
90a,arteria,,21,,1 True,,,,
90b,arteria,,26,,1 True,para,29,1 True,
91,(dibujo),,,,,para,31,1 True,AUDIO 8
92a,,radicar,,126,3,,,,
92b,radicar,,27,,1 True,para,19,1 True,
93a,,rifar,,62,1,,,,
93b,rifar,,27,,1 True,para,25,1 True,
94,(venta),,,,,para,26,1 True,
95a,,rodar,,107,2,,,,
95b,rodar,,21,,1 True,para,24,1 True,
96a,,romper,,97,2,,,,
96b,romper,,30,,1 True,para,21,1 True,
97,(siete),,,,,para,25,1 True,
98a,,rumor,,116,2,,,,
98b,rumor,,29,,1 True,para,26,1 True,
99a,,raro,,106,2,,,,
99b,raro,,25,,1 True,para,23,1 True,
100,(ocho),,,,,para,25,1 True,
101a,,ropero,,121,3,,,,
101b,ropero,,19,,1 True,para,20,1 True,
102a,,ratero,,137,3,,,,
102b,ratero,,29,,1 True,para,27,1 True,
103,(mayo),,,,,para,22,1 True,
104a,,carrera ,,122,3,,,,
104b,carrera,,24,,1 True,para,26,1 True,
105a,,rapero,,109,2,,,,
105b,rapero,,22,,1 True,para,28,1 True,Fin AUDIO 8
106,(semana),,,,,para,22,1 True,Audio 9
107a,,barrer,,107,2,para,24,1 True,
107b,barrer,,21,,1 True,,,,
108a,,correr,,130,3,para,27,1 True,
108b,correr,,30,,1 True,,,,
109,(antes),,,,,para,26,1 True,
110a,,narrar,,127,3,para,22,1 True,
110b,narrar,,23,,1 True,,,,
111a,,borrar,,135,3,para,26,1 True,
111b,borrar,,29,,1 True,,,,
112,(estoy),,,,,para,23,1 True,
113a,,cerrar ,,130,3,para,27,1 True,
113b,cerrar,,28,,1 True,,,,
114a,,derribar,,127,3,para,25,1 True,
114b,derribar,,28,,1 True,,,,
115,(común),,,,,para,27,1 True,
116a,,corregir,,117,3,para,27,1 True,
116b,corregir,,28,,1 True,,,,
117a,,irritar,23,126,3,para,26,1 True,
117b,irritar,,23,,1 True,,,,
118,(menos),,,,,para,27,1 True,
119a,,interrogar,,173,4,para,28,1 True,
119b,interrogar,,27,,1 True,,,,
120a,,corredor,,121,3,para,24,1 True,
120b,corredor,,26,,1 True,,,,
,,,POST Taps x̄ =,POST Trills x̄ =,,,POST para x̄ =,,
,,,25.41176471,119.12,,,25.63333333,,
,,,,,,,,,
,,,,,,,,,
,Taps N=67,,,,Trills N=50 occlussions,,,,
,True ,Approximant,Perceptual,,0,1,2,3,
,n=,n= ,n=,,,,,,
,x̄ =,x̄ =,x̄ = ,,x̄ =,x̄ =,x̄ =,x̄ =,
,,,,,,,,,
AUDIO 5,,,,,,,,,
Paragraph 1,Tap,Trill,Duration Taps,Duration Trills,Occlusions/Cat,,,,
1,,Roberto,,149,3,,,,
2,Roberto,,20,,1 True,,,,
3,para,,18,,1 True,,,,
4,América,,26,,1 True,,,,
5,Caribe,,35,,approximant,,,,
6,pérdida,,24,,1 True,,,,
7,,región,,86,0,,,,
8,,relacionada,,142,3,,,,
9,,rápida,,133,3,,,,
10,,tierras,,121,3,,,,
11,para,,23,,1 True,,,,
12,pérdida,,26,,1 True,,,,
13,,desarrollo,,159,4,,,,
14,infraestructura,,N/A,,perceptual,,,,
15,,relacionada,,144,3,,,,
16,,carreteras,,111,2,,,,
17,carreteras,,24,,1 True,,,,
18,para,,19,,1 True,,,,
19,,carros,,124,2,,,,
20,,carrozas,,138,3,,,,
21,,rotundo ,,158,3,,,,
22,productor,,28,,1 True,,,,
23,materia,,25,,1 True,,,,
24,,relevante,,120,2,,,,
25,minería,,N/A,,perceptual,,,,
26,por,,22,,1 True,,,,
,,,POST Taps x̄ =,POST Trills x̄ =,,,,,
,,,24.16666667,132.0833333,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
AUDIO 10,,,,,,,,,
Paragraph 2,Tap,Trill,Duration Taps,Duration Trills,Occlusions/Cat,,,,
1,norte,,25,,1 True,,,,
2,acerca,,20,,1 True,,,,
3,sería,,22,,1 True,,,,
4,fuerte,,24,,1 True,,,,
5,,repente,,52,1,,,,
6,viajero,,25,,1 True,,,,
7,verlo,,29,,1 True,,,,
8,convinieron,,21,,1 True,,,,
9,primero,,28,,1 True,,,,
10,consiguiera,,28,,1 True,,,,
11,quitarle,,21,,1 True,,,,
12,seria,,28,,1 True,,,,
13,fuerte,,20,,1 True,,,,
14,norte,,23,,1 True,,,,
15,soplar,,27,,1 True,,,,
16,furia,,28,,1 True,,,,
17,pero,,24,,1 True,,,,
18,,aferraba,,127,3,,,,
19,norte,,29,,1 True,,,,
20,esplendor ,,26,,1 True,,,,
21,,arrojó,,150,3,,,,
22,norte,,24,,1 True,,,,
23,,reconocer,,167,4,,,,
24,reconocer,,24,,1 True,,,,
25,superioridad,,27,,1 True,,,,
26,superioridad,,26,,1 True,,,,
,,,POST Taps x̄ =,POST Trills x̄ =,,,,,
,,,24.95454545,124,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Describir imágenes,,,,,,,,,
Semi-spontaneous,Tap,Trill,Duration Taps,Duration Trills,Occlusions/Cat,,,,
Imagen A,,Corriendo,,126,3,,,,
Imagen A,Correr,,,,,,,,
Imagen A,,Perros,,136,3,,,,
Imagen B,Caminaron,,24,,1 True,,,,
Imagen B,,Arroz,,148,4,,,,
Imagen B,,,,,,,,,
Imagen C,Caminar,,25,,1 True,,,,
Imagen C,Lavar,,,,,,,,
Imagen C,Mujer,,30,,1 True,,,,
Imagen C,,Ropa,,139,3,,,,
Imagen D,,Corriendo,,121,2,,,,
Imagen D,Correr,,,,,,,,
Imagen D,Toro,,27,,1 True,,,,
Imagen D,Atacar,,,,,,,,
Imagen E,Lavar,,,,,,,,
Imagen E,Mujer,,29,,1 True,,,,
Imagen E,Cara,,25,,1 True,,,,
Imagen F,Tocar,,,,,,,,
Imagen F,Mujer,,25,,1 True,,,,
Imagen F,,Guitarra,,136,3,,,,
Imagen F,,Reir,,,,,,,
Imagen F,Reir,,,,,,,,
Imagen G,Dar,,,,,,,,
Imagen G,,Zorro,,152,3,,,,
Imagen G,,Zorro 2,,117,2,,,,
Imagen G,Flor,,26,,1 True,,,,
Imagen H,,Rojo,,,,,,,
Imagen H,Girar,,N/A,,perceptual,,,,
Imagen H,Girar,,,,,,,,
Imagen H,,Carro,,173,4,,,,
Imagen H,,Rápido,,124,2,,,,
,,,,,,,,,
,,,POST Taps x̄ =,POST Trills x̄ =,,,,,
,,,26.375,137.2,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Forced choice,N/A,,,,,,,,
Preguntas,Tap,Trill,Duration,Duration ,Occlusions,,,,
1,,correr,,,,,,,
1,correr,,,,,,,,
1,caminar,,,,,,,,
2,comer,,,,,,,,
2,,restaurantes,,,,,,,
2,cocinar,,,,,,,,
3,,rojo,,,,,,,
3,,rosado,,,,,,,
4,,ropa,,,,,,,
4,cara,,,,,,,,
4,,ropa,,,,,,,
4,barata,,,,,,,,
5,peras,,,,,,,,
5,moras,,,,,,,,
6,,carro,,,,,,,
6,,carro,,,,,,,
7,,arroz,,,,,,,
7,cereal,,,,,,,,
8,cortar,,,,,,,,
8,cortar,,,,,,,,
8,comprar,,,,,,,,
9,,gorra,,,,,,,
9,,correa,,,,,,,
10,tener,,,,,,,,
10,,rutina,,,,,,,
11,limpiar,,,,,,,,
11,lavar,,,,,,,,
12,,perro,,,,,,,
12,,burro,,,,,,,
