Sentence reading task,,,,,,,,,
Sentence,Tap,Trill,Duration Taps,Duration Trills,Occlusions/Cat,PARA,Duration,Occlusions/Cat,
1,,,,,,para,19,1 True,
2,ahora,,43,,1 True,para,18,1 True,
3,,ahorra,,61,2,para,19,approximant,
4,(uno),,,,,para,23,1 True,
5,vara,,19,,1 True,para,17,1 True,
6,,barra,,62,2,para,17,1 True,
7,(pata),,,,,para,19,1 True,
8,coral ,,18,,1 True,para,28,approximant,
9,,corral,,69,3,para,13,1 True,
10,(duelo),,,,,para,21,1 True,
11,caro,,10,,1 True,para,18,1 True,
12,,carro,,60,2,para,20,1 True,
13,(cuna),,,,,para,13,1 True,
14,pera,,,27,1 True,para,15,1 True,
15,,perra,,41,1,para,N/A,perceptual,
16,(huelo),,,,,para,23,1 True,AUDIO 2
17,careta,,20,,1 True,para,16,1 True,
18,,carreta,,65,2,para,15,1 True,
19,(cena),,,,,para,18,approximant,
20,encerar,,17,,1 True,para,N/A,perceptual,
20b,encerar,,20,,1 True,,,,
21,,encerrar,,69,3,para,14,1 True,
21b,encerrar,,23,,1 True,,,,
22,(pena),,,,,para,22,1 True,
23,perito,,32,,1 True,para,20,approximant,
24,,perrito,,57,2,para,16,1 True,
25,(invita),,,,,para,22,1 True,
26,pero,,23,,1 True,para,24,1 True,
27,,perro,,69,2,para,16,1 True,
28,(incita),,,,,para,15,1 True,
29,cero,,24,,1 True,para,19,1 True,
30,,cerro,,70,3,para,17,1 True,
31,(pato),,,,,para,18,1 True,AUDIO 3
32,,reto,,30,1,para,19,1 True,
33,,rifa,,82,2,para,17,1 True,
34,(cometa),,,,,para,18,1 True,
35,,risa,,106,3,para,15,1 True,
36,,rojo,,70,2,para,20,1 True,
37,(gato),,,,,para,20,1 True,
38,,ropa,,70,2,para,16,1 True,
39,,borracho,,65,2,para,19,approximant,
40,(hilo),,,,,para,15,1 True,
41,,carreta,,72,2,para,15,1 True,
42,,perrita,,43,1,para,20,approximant,
43,(cono),,,,,para,16,1 True,
44,,jarrita,,61,2,para,19,1 True,
45,,barrilete,,72,2,para,N/A,perceptual,
